left_border_x,left_border_y,right_border_x,right_border_y,pos_x,pos_y,Lapdist
352.3613082,-203.777988,353.4648355,-192.0590462,352.5646057,-201.6190643,61.44320156
350.7798313,-203.6227721,351.887185,-191.9016299,350.9832458,-201.4696655,63.02868606
349.1978302,-203.4670229,350.3116701,-191.7442736,349.401886,-201.3194122,64.61203949
347.6155805,-203.3109977,348.7376023,-191.5878046,347.8206787,-201.1680756,66.19386501
346.0331208,-203.1551924,347.1639612,-191.42971,346.2394714,-201.0155792,67.77542763
344.4509663,-202.9991385,345.5896912,-191.2735087,344.6585083,-200.8620453,69.35742796
342.8687419,-202.8424433,344.0155293,-191.116533,343.0775452,-200.707428,70.93939725
341.2856327,-202.6867172,342.4440225,-190.9602127,341.496582,-200.5512543,72.51865962
339.702353,-202.5302467,340.8727785,-190.803355,339.9156189,-200.3934631,74.09771379
338.1193666,-202.3722308,339.2989133,-190.647593,338.3344421,-200.2343903,75.67926792
336.5362507,-202.2143217,337.7239466,-190.4916501,336.7530823,-200.074173,77.26193608
334.9527776,-202.0569653,336.1496753,-190.335014,335.1717224,-199.9127045,78.84398064
333.3687501,-201.8991286,334.577084,-190.1792507,333.5903625,-199.7496643,80.4242671
331.7843256,-201.7403875,333.0054648,-190.0232857,332.0089722,-199.5848541,82.00360628
330.2001178,-201.5823917,331.4299044,-189.8676631,330.4272461,-199.418808,83.58683366
328.6155403,-201.4249514,329.854701,-189.7108938,328.845459,-199.2514801,85.16981886
327.0309882,-201.2660833,328.2776396,-189.5547664,327.2633667,-199.0830688,86.75458967
325.4473342,-201.1073323,326.6949016,-189.3978805,325.6809692,-198.9144745,88.34508414
323.8629758,-200.9494932,325.112675,-189.2406318,324.0982056,-198.7455444,89.93510561
322.2781938,-200.7913877,323.5302181,-189.0834087,322.5150757,-198.5762482,91.52535373
320.6932573,-200.6332458,321.9451269,-188.9251403,320.9313049,-198.4069061,93.11832672
319.1084514,-200.4746414,320.3569881,-188.767284,319.3469849,-198.2379456,94.71429146
317.5232428,-200.3171325,318.7679941,-188.6091207,317.762207,-198.069458,96.31113759
315.9382369,-200.1583345,317.1767676,-188.4513962,316.1769714,-197.9017487,97.91016191
314.3519575,-200.001035,315.5867767,-188.2928943,314.5910034,-197.7344818,99.5080336
312.7645669,-199.8438416,313.9991557,-188.1360254,313.0046387,-197.5671997,101.1033857
311.1776285,-199.685654,312.4078803,-187.9777726,311.4177551,-197.4004517,102.7025109
309.5898789,-199.5285675,310.8167314,-187.8211402,309.8303223,-197.2341003,104.3013506
308.0019021,-199.37101,309.2251802,-187.6638579,308.2425232,-197.0681915,105.9006545
306.4135137,-199.214208,307.633774,-187.5069989,306.6544495,-196.9026642,107.4997726
304.8246098,-199.0568344,306.0425448,-187.3515262,305.0659485,-196.737381,109.098579
303.2349745,-198.899719,304.4524642,-187.1962167,303.4771118,-196.5720978,110.6962264
301.6460686,-198.7424131,302.8573126,-187.0411354,301.8877563,-196.4075775,112.2988988
300.0560921,-198.585077,301.2647812,-186.8862597,300.2980347,-196.2433319,113.8989434
298.4654343,-198.4273554,299.6731439,-186.7331528,298.7079468,-196.0791168,115.4979278
296.8731498,-198.2713499,298.085193,-186.5805058,297.1175232,-195.9142303,117.0931987
295.2820468,-198.11496,296.4912696,-186.4272267,295.5267639,-195.749649,118.6944751
293.689904,-197.9583772,294.8991429,-186.2760137,293.9355774,-195.5849457,120.2937665
292.0967836,-197.802851,293.309595,-186.1227234,292.3442383,-195.4197083,121.8906887
290.5040469,-197.647104,291.7160803,-185.9708874,290.7524109,-195.2544708,123.4914207
288.9106534,-197.4921254,290.1237072,-185.8172231,289.1603394,-195.0890503,125.091191
287.3170712,-197.3361727,288.5309658,-185.6653822,287.5680237,-194.9234314,126.6911537
285.722444,-197.1805385,286.9406852,-185.5110935,285.9754333,-194.7571716,128.2889014
284.1279594,-197.0242479,285.3485861,-185.3567061,284.3825684,-194.5905304,129.8884685
282.5331164,-196.8685661,283.7559945,-185.2018345,282.7893982,-194.4235382,131.4885726
280.9371662,-196.7112623,282.1658574,-185.0456216,281.1958008,-194.2556915,133.0863644
279.3410905,-196.5549487,280.5745576,-184.8892805,279.6020203,-194.0871735,134.6853257
277.7457391,-196.3986384,278.9793497,-184.7317152,278.0079651,-193.9186249,136.2882965
276.1498315,-196.2415878,277.3853597,-184.5726977,276.4136658,-193.7498169,137.8901987
274.5528596,-196.0842615,275.7939225,-184.4129987,274.8191223,-193.5802612,139.4896286
272.9555544,-195.9274108,274.201806,-184.2523888,273.2242737,-193.4100189,141.0898256
271.3583208,-195.7701214,272.6078347,-184.0913833,271.6290894,-193.2393494,142.6919078
269.7610194,-195.6139727,271.0119417,-183.9298337,270.0335388,-193.0685272,144.2959567
268.1624959,-195.4568038,269.419897,-183.7676352,268.4378662,-192.8968811,145.8962425
266.5641596,-195.3002705,267.8249642,-183.60588,266.8418274,-192.7248077,147.4993567
264.9656269,-195.1450489,266.2290327,-183.4434171,265.2455444,-192.5524597,149.1035362
263.3674763,-194.9886157,264.6312821,-183.2806754,263.6490479,-192.380127,150.7095535
261.7685243,-194.8325702,263.0340951,-183.117365,262.0520935,-192.2076111,152.315068
260.1689447,-194.6760807,261.4375125,-182.9545094,260.4548035,-192.0347443,153.9199349
258.5697872,-194.5201741,259.8378204,-182.7917627,258.8571777,-191.8620148,155.5278843
256.9707348,-194.3636287,258.2366956,-182.6291202,257.2592163,-191.689621,157.1372486
255.3706906,-194.2085669,256.6365455,-182.4667064,255.6608276,-191.5173035,158.74562
253.7709318,-194.0521584,255.0352308,-182.3046621,254.0622559,-191.3452606,160.3551128
252.1706764,-193.8967408,253.4335259,-182.1430095,252.4632721,-191.1734619,161.9649545
250.5693685,-193.7408062,251.8337198,-181.9830453,250.8639374,-191.0014801,163.572738
248.9685712,-193.5848149,250.2308746,-181.8238094,249.264267,-190.8297882,165.1834736
247.3671716,-193.4286375,248.6281962,-181.6646831,247.6641388,-190.6582642,166.7940322
245.7654691,-193.2721234,247.0247596,-181.5064446,246.0635681,-190.4869537,168.405258
244.1637755,-193.1148887,245.4204637,-181.3496136,244.462738,-190.3159637,170.0172012
242.5621687,-192.9579487,243.8149802,-181.1936966,242.8616791,-190.145462,171.630238
240.9595163,-192.8010743,242.2113563,-181.0381043,241.2602692,-189.9750366,173.2413924
239.3558713,-192.6448167,240.6088233,-180.8844993,239.658493,-189.8043823,174.8512702
237.7527682,-192.4883534,239.003508,-180.7307942,238.0564117,-189.6339569,176.4639271
236.1499239,-192.3311693,237.3961984,-180.578071,236.453949,-189.464035,178.0784761
234.5463911,-192.1746494,235.7892636,-180.4251861,234.851059,-189.2944794,179.6926673
232.9430298,-192.0172131,234.1809197,-180.272015,233.2478027,-189.1255035,181.3082885
231.3391833,-191.8589063,232.5730951,-180.1192065,231.6441956,-188.956955,182.9233582
229.7348013,-191.7023107,230.9654878,-179.9657916,230.0403137,-188.7887726,184.5382692
228.1300302,-191.5442707,229.3581586,-179.8124423,228.4360657,-188.6208344,186.152897
226.5252768,-191.3861461,227.7494253,-179.6584311,226.8314056,-188.4533386,187.7689856
224.9197257,-191.2275361,226.1420239,-179.5045297,225.2264252,-188.2859955,189.3837379
223.3142052,-191.0683575,224.5331565,-179.3495398,223.6209869,-188.1190033,191.0000535
221.7082445,-190.90889,222.924977,-179.1936788,222.0153198,-187.95224,192.6157682
220.1019605,-190.7487224,221.3168533,-179.0371016,220.4093323,-187.7856445,194.2314966
218.495344,-190.5881375,219.7083303,-178.8801011,218.8029327,-187.6192169,195.8476635
216.8883818,-190.4269638,218.1001102,-178.722852,217.1962891,-187.4528809,197.463553
215.2813579,-190.2659886,216.4906492,-178.5641737,215.5892334,-187.2868042,199.0808173
213.6736317,-190.1046433,214.8820552,-178.4055582,213.981842,-187.1207733,200.6972125
212.0659485,-189.9430579,213.2724688,-178.2464275,212.374176,-186.9549408,202.314646
210.4575546,-189.7816684,211.6639726,-178.0862944,210.7662506,-186.7890778,203.9310934
208.8486358,-189.6199338,210.0553324,-177.9261706,209.1578827,-186.6231079,205.5476834
207.2396631,-189.4594904,208.4456478,-177.7655875,207.5492859,-186.4572144,207.1653581
205.630689,-189.2987661,206.8347932,-177.6043039,205.9403229,-186.2915497,208.7842666
204.0215843,-189.1380965,205.2229885,-177.4422035,204.3309631,-186.126236,210.4042021
202.4120981,-188.9785437,203.6108924,-177.2798199,202.721283,-185.9612885,212.0244559
200.802407,-188.8189079,201.998506,-177.1174333,201.1113281,-185.7967224,213.6449988
199.1922129,-188.6587071,200.3866885,-176.9546214,199.5010681,-185.6323853,215.2650184
197.5822123,-188.500137,198.7726029,-176.7906917,197.8903961,-185.4686432,216.8874072
195.9721296,-188.3409099,197.157476,-176.6277798,196.2792969,-185.305603,218.5107294
194.3618977,-188.1825509,195.5414928,-176.464382,194.6678314,-185.1433868,220.1349525
192.7516542,-188.02382,193.9249157,-176.3001951,193.0560608,-184.9820862,221.759846
191.1410242,-187.8646846,192.3080372,-176.1369473,191.4438324,-184.8216553,223.3849446
189.5302282,-187.7070421,190.6901405,-175.9730195,189.8312073,-184.6622467,225.0111249
187.9193799,-187.5497212,189.0713944,-175.8101229,188.2182617,-184.5039673,226.6380465
186.3078469,-187.3933238,187.4529915,-175.6468154,186.6048584,-184.3466797,228.264668
184.6956531,-187.2358228,185.8352259,-175.4837562,184.9909821,-184.1901855,229.8906304
183.0826337,-187.0781616,184.2188576,-175.3219555,183.3768311,-184.0341797,231.5150768
181.4692258,-186.920089,182.6027539,-175.1611386,181.7624207,-183.8785553,233.1391622
179.855299,-186.7623645,180.9868949,-175.0003686,180.1476898,-183.7232056,234.7629993
178.2413025,-186.6033932,179.3700313,-174.8404764,178.532547,-183.568222,236.3877497
176.6267346,-186.4442276,177.7534696,-174.6794035,176.9169922,-183.4134979,238.0123161
175.011169,-186.2854599,176.1385989,-174.5198334,175.3012085,-183.258667,239.6350515
173.395814,-186.1254423,174.5218499,-174.3609328,173.6850128,-183.1039734,241.2595904
171.7806332,-185.9645131,172.9042887,-174.2014985,172.068634,-182.9495697,242.8849899
170.1656196,-185.8035022,171.2851083,-174.0435427,170.4519501,-182.7956696,244.5118565
168.5498708,-185.6429141,169.666637,-173.884193,168.8348694,-182.6420898,246.1381535
166.9333435,-185.4812666,168.049189,-173.7260751,167.2174225,-182.4885559,247.7633117
165.4408002,-185.3320494,166.5560088,-173.5797892,165.7240753,-182.3468475,249.2636405
163.9483308,-185.1826983,165.0616254,-173.4347757,164.230484,-182.205307,250.7650434
162.4550662,-185.0334031,163.5687337,-173.2886077,162.7366638,-182.0636597,252.2650737
160.9615342,-184.8836326,162.0754821,-173.1422142,161.2425232,-181.9219055,253.7654842
159.467801,-184.7335982,160.5824848,-172.9964572,159.7483063,-181.7799988,255.2655794
157.9741016,-184.5836309,159.0881484,-172.8508014,158.2537842,-181.638092,256.7669978
156.4798253,-184.4330803,157.5943241,-172.7055837,156.7589417,-181.4960327,258.2678639
154.9854318,-184.2839372,156.0997526,-172.5592774,155.2639008,-181.3539429,259.7695795
153.4907521,-184.1341792,154.6051364,-172.4131106,153.7686005,-181.2117767,261.2713259
151.9954161,-183.9849159,153.1111525,-172.2677119,152.2730408,-181.0693665,262.7723684
150.5003411,-183.8351308,151.6156615,-172.1217567,150.7772522,-180.9269409,264.2749649
149.0049053,-183.686127,150.1199512,-171.976114,149.2812042,-180.7844849,265.7777493
147.5091587,-183.5369825,148.6241809,-171.8302041,147.7848969,-180.6419678,267.2806194
146.0129773,-183.3885176,147.1284135,-171.6840155,146.2883148,-180.4993439,268.7835137
144.517236,-183.2387933,145.630582,-171.5376868,144.7914429,-180.3569183,270.288476
143.0208823,-183.0905713,144.1332959,-171.3912102,143.294342,-180.2145691,271.7929098
141.5243187,-182.9412496,142.6360646,-171.2446148,141.7970123,-180.0722504,273.2973006
140.0279248,-182.7924712,141.1375517,-171.0980143,140.2995148,-179.9301605,274.8029674
138.5311439,-182.6440289,139.6396725,-170.9514046,138.8018951,-179.7881775,276.3080044
137.0344364,-182.4956631,138.140897,-170.804578,137.3040924,-179.6464233,277.8139546
135.53725,-182.3471694,136.6430758,-170.6579465,135.8061523,-179.504715,279.3189361
134.0397694,-182.2000331,135.1450207,-170.5101825,134.3079987,-179.3630676,280.8242611
132.5425991,-182.0511631,133.6461712,-170.3633692,132.8097687,-179.2216034,282.3302837
131.0456515,-181.9048621,132.1458794,-170.2154468,131.3114777,-179.0805817,283.8378501
129.5481367,-181.7573004,130.6475032,-170.0677075,129.8131256,-178.9396667,285.3434921
128.0496309,-181.6109039,129.1515858,-169.9200149,128.3147278,-178.7984314,286.8466827
126.5512567,-181.465536,127.654275,-169.7722797,126.8161774,-178.657074,288.3512642
125.0528676,-181.3187783,126.1566537,-169.6249081,125.3174591,-178.5156097,289.856119
123.5543762,-181.1730592,124.6590564,-169.4757862,123.8187103,-178.3740692,291.3611223
122.0560606,-181.0286152,123.160276,-169.3269582,122.3199005,-178.2326355,292.8672739
120.557736,-180.883356,121.6616855,-169.177964,120.8210602,-178.0912781,294.3732529
119.0590565,-180.7381782,120.1638989,-169.0291608,119.3221588,-177.9498444,295.878413
117.5599395,-180.593528,118.6672339,-168.8798896,117.8232422,-177.8081512,297.3825035
116.0610865,-180.4487355,117.168923,-168.7302757,116.3241196,-177.6664276,298.8882657
114.5621176,-180.3038799,115.6710274,-168.5804381,114.8250046,-177.5246277,300.3936369
113.0630525,-180.1581582,114.1730475,-168.4310008,113.3257523,-177.3827209,301.8990522
111.5641487,-180.0120009,112.6752029,-168.2808559,111.8266144,-177.2407379,303.4044033
110.0656383,-179.8652281,111.1758445,-168.1323533,110.3274002,-177.098877,304.911098
108.5676075,-179.7187382,109.6747885,-167.9817112,108.8280869,-176.9574432,306.419694
107.0696914,-179.571014,108.1751929,-167.8331258,107.3291397,-176.8162689,307.9266328
105.5720234,-179.4220155,106.6762431,-167.6843031,105.8304214,-176.6752777,309.4329524
104.0743833,-179.2735294,105.1773347,-167.5358036,104.3317642,-176.5344543,310.9391989
102.5770872,-179.123745,103.6785233,-167.3869251,102.8332748,-176.3938293,312.4453862
101.0793201,-178.9740451,102.1817709,-167.2391287,101.3349457,-176.253067,313.949418
99.58198908,-178.824613,100.6844037,-167.0918142,99.83683777,-176.1123047,315.4540143
98.08462163,-178.674995,99.18860692,-166.9447031,98.33907318,-175.971344,316.9570279
96.58795435,-178.5260569,97.69164714,-166.7975134,96.8416214,-175.8304291,318.4612065
95.09143497,-178.3782047,96.19497972,-166.6507857,95.34443665,-175.6895447,319.9650491
93.59489532,-178.2310926,94.69916289,-166.5042563,93.84749603,-175.548584,321.4680257
92.09931502,-178.0841443,93.20137846,-166.3574146,92.35082245,-175.4079285,322.9729911
90.60401611,-177.9378683,91.70371155,-166.2103746,90.85440826,-175.2676086,324.4778588
89.10769066,-177.7908749,90.21075678,-166.0640848,89.35827637,-175.1268768,325.9779637
87.61138738,-177.6457234,88.71864325,-165.9166364,87.86250305,-174.985672,327.4773449
86.11559001,-177.498902,87.22649423,-165.7705034,86.3670578,-174.8440247,328.9766325
84.61971752,-177.3543777,85.73574178,-165.622053,84.87203979,-174.7018127,330.4747582
83.12332226,-177.2081708,84.24906437,-165.4747921,83.37754822,-174.5584259,331.9687111
81.62717459,-177.0624521,82.76416252,-165.3262646,81.88378143,-174.4137115,333.4610227
80.13210313,-176.9155477,81.27787911,-165.1768616,80.39052582,-174.2679596,334.9547964
78.51253781,-176.7563535,79.66920961,-165.0155975,78.77338409,-174.1086426,336.5715288
76.89401446,-176.5967142,78.05816845,-164.8531003,77.15654755,-173.9483643,338.1907443
75.27566306,-176.4365532,76.44793994,-164.6896669,75.54006958,-173.7870483,339.8092456
73.65750617,-176.2762144,74.83763394,-164.5268494,73.92382813,-173.6247101,341.4277618
72.03948293,-176.1163024,73.22879226,-164.3637285,72.3081665,-173.4612122,343.0448518
70.42155496,-175.9562417,71.62037735,-164.2006532,70.6927948,-173.2964783,344.6615126
68.80389408,-175.7949423,70.01048356,-164.0374968,69.07730865,-173.1306915,346.2796529
67.18665036,-175.6352417,68.40124963,-163.8741667,67.46252441,-172.9639282,347.8971542
65.56915925,-175.4736951,66.79364027,-163.7120747,65.84794617,-172.7958374,349.5129146
63.95332428,-175.3132983,65.18021678,-163.549306,64.23343658,-172.6274567,351.1345277
62.33819481,-175.1519255,63.56402567,-163.3873513,62.61876678,-172.4592133,352.7588131
60.72183951,-174.9900882,61.95215138,-163.225773,61.00417709,-172.2903595,354.3787657
59.10520579,-174.8274696,60.34178709,-163.0651889,59.38977814,-172.120636,355.9971168
57.48945493,-174.6636657,58.72907887,-162.9049384,57.77548599,-171.9504547,357.6177673
55.87424251,-174.498871,57.11429076,-162.7446589,56.16106415,-171.7801361,359.2404904
54.25891767,-174.3348821,55.49976776,-162.5852323,54.54672241,-171.6096497,360.8628656
52.64361344,-174.1716907,53.88487993,-162.4254572,52.93238068,-171.4390564,362.4856382
51.02866914,-174.0067505,52.2690409,-162.2650565,51.31793213,-171.2685089,364.109419
49.41378143,-173.842672,50.65267475,-162.1041939,49.70344543,-171.098114,365.73377
47.79847023,-173.6778592,49.03803215,-161.9439145,48.08900833,-170.9275665,367.3563483
46.18296807,-173.5134948,47.42376221,-161.7836554,46.47457504,-170.7567902,368.9785537
44.56734217,-173.3496134,45.80940367,-161.6217973,44.8600502,-170.5858002,370.601006
42.95151796,-173.1858471,44.19564889,-161.4596139,43.24555206,-170.414505,372.2228901
41.33590437,-173.0229886,42.58069773,-161.296308,41.63098907,-170.2431183,373.8460771
39.72073006,-172.8606372,40.96374655,-161.1318097,40.01626968,-170.071991,375.4713742
38.10568027,-172.6984505,39.34636569,-160.9673109,38.40151596,-169.9012146,377.0970989
36.49100516,-172.5369491,37.72778693,-160.8027964,36.78675079,-169.7310181,378.7240169
34.87618358,-172.3756491,36.10935346,-160.6366882,35.17182159,-169.5613708,380.3509523
33.26072451,-172.2141651,34.49242448,-160.4711896,33.55673981,-169.3919678,381.9763289
31.64548779,-172.0530467,32.87442081,-160.3061188,31.94156075,-169.2229919,383.6027312
30.0301215,-171.8924246,31.25609815,-160.1417659,30.32621384,-169.0544586,385.2293781
28.41444122,-171.7321484,29.63887553,-159.9772544,28.710886,-168.8862,386.8549466
26.7996495,-171.5721649,28.01875481,-159.8135355,27.09548759,-168.7187195,388.4833185
25.18389798,-171.4122204,26.401078,-159.6507755,25.47994804,-168.5515289,390.1091626
23.5675248,-171.2515505,24.78453154,-159.4903638,23.86421394,-168.3843384,391.7336485
21.95120518,-171.0909849,23.167521,-159.3307202,22.24842644,-168.2172241,393.3585205
20.33511314,-170.9302587,21.54972197,-159.1710508,20.63258171,-168.0503235,394.9841798
18.7181457,-170.7696107,19.93411715,-159.0142672,19.01671791,-167.8831787,396.6073742
17.10191371,-170.6094647,18.31590154,-158.856511,17.40075874,-167.7162628,398.2332613
15.48541744,-170.4490243,16.69834005,-158.6995646,15.78474808,-167.5494385,399.8584189
13.86856272,-170.2873839,15.08184471,-158.5423504,14.168643,-167.3824921,401.4825413
12.25223439,-170.1254861,13.46322845,-158.3852805,12.55236912,-167.2157745,403.1087607
10.63591553,-169.9631897,11.84488644,-158.2275951,10.93610001,-167.0492706,404.7347667
9.019726308,-169.8014285,10.22581756,-158.0694915,9.319742203,-166.8831024,406.3615367
7.403410343,-169.6370715,8.607821302,-157.9101472,7.703306675,-166.7170868,407.9873604
5.787510496,-169.4733177,6.988171635,-157.7509726,6.086776257,-166.5515137,409.6148129
4.296362466,-169.3217839,5.491639271,-157.6038724,4.59446907,-166.399292,411.1185574
2.804791993,-169.1711367,3.995682313,-157.4561027,3.101986408,-166.2475739,412.6217949
1.313202302,-169.0199281,2.49967646,-157.3085626,1.609387994,-166.0963593,414.1250586
-0.178589739,-168.8684283,1.004252941,-157.1603166,0.116701037,-165.9455566,415.6278122
-1.670515386,-168.7183123,-0.491012009,-157.0110972,-1.376008034,-165.795166,417.1305043
-3.16257421,-168.5683087,-1.98588925,-156.8614235,-2.868758678,-165.6451263,418.6328559
-4.655422628,-168.4199708,-3.479413067,-156.7130338,-4.36161375,-165.495163,420.1337332
-6.148520575,-168.2717276,-4.97247031,-156.563701,-5.854556084,-165.3451996,421.6342399
-7.641879243,-168.1250858,-6.465704168,-156.4150088,-7.347601414,-165.1952362,423.1348587
-9.135415286,-167.9797184,-7.958999067,-156.2669563,-8.840682983,-165.0452728,424.6354749
-10.62885702,-167.835071,-9.452778901,-156.1183687,-10.3337841,-164.895401,426.1366267
-12.1221454,-167.6913829,-10.94724324,-155.9711005,-11.82685757,-164.7457275,427.6383296
-13.61574473,-167.5504472,-12.44161919,-155.8232662,-13.31996918,-164.5962372,429.1400001
-15.10943429,-167.4101543,-13.93643511,-155.676453,-14.81320858,-164.4469604,430.6420083
-16.60318285,-167.2699705,-15.43190378,-155.5301694,-16.30666542,-164.2979584,432.1446146
-18.09771316,-167.1307701,-16.92595168,-155.3836783,-17.80028152,-164.1489716,433.645827
-19.59262447,-166.9933124,-18.41967269,-155.2389378,-19.29391861,-163.9999237,435.1465442
-21.08716523,-166.8557506,-19.91450358,-155.0945009,-20.78757477,-163.8509979,436.648337
-22.58148294,-166.7188632,-21.40993384,-154.9496882,-22.28120422,-163.7023163,438.1507625
-24.07634245,-166.5825537,-22.90401013,-154.8055257,-23.77483177,-163.5536346,439.6517777
-25.57168961,-166.4469137,-24.39689501,-154.6624284,-25.26841545,-163.4047394,441.1515051
-27.06667628,-166.3101187,-25.89001404,-154.5202775,-26.7618351,-163.2556915,442.6513755
-28.56113087,-166.1743577,-27.38349386,-154.3776429,-28.25488853,-163.1066437,444.151651
-30.05536123,-166.0394163,-28.87620175,-154.2359055,-29.74748421,-162.9575348,445.651073
-31.67373644,-165.8934339,-30.4916757,-154.0827504,-31.3637104,-162.7957764,447.2737907
-33.29101804,-165.7467116,-32.10647185,-153.9306206,-32.97895813,-162.6338501,448.895737
-34.90736354,-165.6002402,-33.71899476,-153.7794747,-34.59283447,-162.4716034,450.5153281
-36.52099025,-165.4532107,-35.33359083,-153.6289525,-36.20531464,-162.3096771,452.1369253
-38.1326322,-165.3059471,-36.94782854,-153.4795577,-37.81628799,-162.1482849,453.7580614
-39.74154364,-165.1582066,-38.56340233,-153.3311288,-39.4257431,-161.9879608,455.3804392
-41.34822582,-165.0103063,-40.17851045,-153.1826666,-41.03359985,-161.828949,457.0023563
-42.95210832,-164.8621853,-41.79535569,-153.0349036,-42.6400795,-161.6718292,458.6259396
-44.55449741,-164.7142574,-43.4116311,-152.8872716,-44.2455101,-161.5166931,460.2489434
-46.15547333,-164.5655245,-45.0277034,-152.7402738,-45.85011292,-161.3636627,461.8716874
-47.75521145,-164.417523,-46.643608,-152.5943064,-47.45391464,-161.2128754,463.4941713
-49.35404685,-164.2687962,-48.25803153,-152.4486012,-49.05690765,-161.0642395,465.1151566
-50.95181769,-164.1200114,-49.87138927,-152.3031913,-50.65903091,-160.9177551,466.7350539
-52.54860367,-163.9714317,-51.48395591,-152.1579841,-52.26039505,-160.7734375,468.3541451
-54.14503192,-163.8240003,-53.0948738,-152.0120578,-53.86116409,-160.6311188,469.9716589
-55.74110135,-163.6766386,-54.70442907,-151.8668119,-55.46143341,-160.4906464,471.5877544
-57.33659221,-163.5292938,-56.31319622,-151.721695,-57.06120682,-160.3519897,473.2030533
-58.93102324,-163.3829851,-57.92233866,-151.5765653,-58.66039658,-160.2153625,474.8187272
-60.52475626,-163.2376438,-59.53014581,-151.4316177,-60.25879669,-160.0807037,476.4330548
-62.11714882,-163.0922751,-61.13733626,-151.2857199,-61.85622025,-159.9481354,478.0468538
-63.70879408,-162.9482985,-62.74287741,-151.1409012,-63.45267868,-159.8175354,479.658913
-65.30035282,-162.8039258,-64.34447943,-150.9954054,-65.04815674,-159.688385,481.2671101
-66.89279975,-162.6615868,-65.94041519,-150.8517132,-66.64266205,-159.5597992,482.8695016
-68.48485208,-162.5201269,-67.53322973,-150.7070341,-68.23603821,-159.4314423,484.4688734
-70.07511517,-162.3787798,-69.12646535,-150.5621046,-69.82823944,-159.3036194,486.0686873
-71.66354993,-162.2384932,-70.7206575,-150.4186712,-71.41930389,-159.1766968,487.6693189
-73.2504883,-162.0987354,-72.31454249,-150.2749303,-73.00922394,-159.0508423,489.2696723
